Municipio,Lema,Departamento,CantidadVotos_2024,CantidadVotos_2019,TotalVotos_2024,TotalVotos_2019,DifVotos,Habilitados,Share_2024,Share_2019,VariacionShare
Tacuarembó,Partido VA/IS (G.Salle),Tacuarembó,848,238,33822,36108,610,13242.333333333334,0.025072438058068712,0.006591337099811676,0.018481100958257037
Tala,PERI,Canelones,14,56,6607,6939,-42,7726.0,0.0021189647343726353,0.008070327136474997,-0.005951362402102362
Tala,Partido Asamblea Popular,Canelones,13,20,6780,7137,-7,3971.5,0.0019174041297935103,0.0028022978842650974,-0.0008848937544715871
Tala,Partido Cabildo Abierto,Canelones,56,420,6780,7137,-364,3971.5,0.008259587020648967,0.05884825556956705,-0.05058866854891808
Tala,Partido Colorado,Canelones,1862,1798,6780,7137,64,3971.5,0.27463126843657815,0.25192657979543226,0.022704688641145887
Tala,Partido Frente Amplio,Canelones,2036,1677,6780,7137,359,3971.5,0.30029498525073745,0.23497267759562843,0.06532230765510902
Tala,Partido Independiente,Canelones,74,53,6780,7137,21,3971.5,0.010914454277286136,0.007426089393302508,0.0034883648839836275
Tala,Partido Nacional,Canelones,2607,3091,6780,7137,-484,3971.5,0.3845132743362832,0.4330951380131708,-0.048581863676887604
Tala,Partido VA/IS (G.Salle),Canelones,118,22,6607,6939,96,7726.0,0.01785984561828364,0.0031704856607580345,0.014689359957525605
Tambores,Partido Cabildo Abierto,Paysandú,7,73,653,685,-66,435.0,0.010719754977029096,0.10656934306569343,-0.09584958808866434
Tambores,Partido Colorado,Paysandú,133,89,653,685,44,435.0,0.20367534456355282,0.12992700729927006,0.07374833726428276
Tambores,Partido Frente Amplio,Paysandú,168,152,653,685,16,435.0,0.2572741194486983,0.22189781021897811,0.03537630922972021
Tambores,Partido Nacional,Paysandú,342,370,653,685,-28,435.0,0.5237366003062787,0.5401459854014599,-0.016409385095181195
Tambores,Partido VA/IS (G.Salle),Paysandú,3,1,556,581,2,734.0,0.00539568345323741,0.0017211703958691911,0.0036745130573682195
Tarariras,PERI,Colonia,15,41,5809,5864,-26,6706.0,0.0025822000344293337,0.00699181446111869,-0.004409614426689357
Tarariras,Partido Asamblea Popular,Colonia,5,13,5809,5864,-8,6706.0,0.000860733344809778,0.002216916780354707,-0.0013561834355449289
Tarariras,Partido Cabildo Abierto,Colonia,52,387,5809,5864,-335,6706.0,0.008951626786021691,0.06599590723055934,-0.05704428044453765
Tarariras,Partido Colorado,Colonia,1144,1080,5809,5864,64,6706.0,0.19693578929247718,0.18417462482946795,0.012761164463009234
Tarariras,Partido Frente Amplio,Colonia,2020,1840,5809,5864,180,6706.0,0.34773627130315027,0.31377899045020463,0.03395728085294564
Tarariras,Partido Independiente,Colonia,69,47,5809,5864,22,6706.0,0.011878120158374935,0.008015006821282401,0.003863113337092534
Tarariras,Partido Nacional,Colonia,2344,2437,5809,5864,-93,6706.0,0.4035117920468239,0.41558663028649384,-0.012074838239669927
Tarariras,Partido VA/IS (G.Salle),Colonia,160,19,5809,5864,141,6706.0,0.027543467033912895,0.0032401091405184173,0.024303357893394478
Toledo,PERI,Canelones,47,131,12405,12052,-84,14838.0,0.003788794840790004,0.010869565217391304,-0.007080770376601301
Toledo,Partido Asamblea Popular,Canelones,41,66,12405,12052,-25,14838.0,0.003305118903667876,0.005476269498838367,-0.002171150595170491
Toledo,Partido Cabildo Abierto,Canelones,670,2605,12405,12052,-1935,14838.0,0.05401047964530431,0.21614669764354463,-0.16213621799824032
Toledo,Partido Colorado,Canelones,1936,762,12405,12052,1174,14838.0,0.15606610237807336,0.06322602057749752,0.09284008180057585
Toledo,Partido Frente Amplio,Canelones,6419,5186,12405,12052,1233,14838.0,0.5174526400644901,0.43030202456023897,0.08715061550425113
Toledo,Partido Independiente,Canelones,82,105,12405,12052,-23,14838.0,0.006610237807335752,0.00871224692997013,-0.0021020091226343785
Toledo,Partido Nacional,Canelones,2869,3113,12405,12052,-244,14838.0,0.2312777106005643,0.25829737802854297,-0.027019667427978677
Toledo,Partido VA/IS (G.Salle),Canelones,341,84,12405,12052,257,14838.0,0.027488915759774284,0.0069697975439761035,0.02051911821579818
Tomás Gomensoro,PERI,Artigas,1,3,2064,2150,-2,2511.0,0.00048449612403100775,0.0013953488372093023,-0.0009108527131782946
Tomás Gomensoro,Partido Asamblea Popular,Artigas,2,3,2064,2150,-1,2511.0,0.0009689922480620155,0.0013953488372093023,-0.00042635658914728686
Tomás Gomensoro,Partido Cabildo Abierto,Artigas,42,160,2064,2150,-118,2511.0,0.020348837209302327,0.07441860465116279,-0.05406976744186046
Tomás Gomensoro,Partido Colorado,Artigas,318,223,2064,2150,95,2511.0,0.15406976744186046,0.10372093023255814,0.05034883720930232
Tomás Gomensoro,Partido Frente Amplio,Artigas,749,725,2064,2150,24,2511.0,0.3628875968992248,0.3372093023255814,0.0256782945736434
Tomás Gomensoro,Partido Independiente,Artigas,10,6,2064,2150,4,2511.0,0.0048449612403100775,0.0027906976744186047,0.0020542635658914728
Tomás Gomensoro,Partido Nacional,Artigas,922,1029,2064,2150,-107,2511.0,0.44670542635658916,0.4786046511627907,-0.031899224806201554
Tomás Gomensoro,Partido VA/IS (G.Salle),Artigas,20,1,2064,2150,19,2511.0,0.009689922480620155,0.00046511627906976747,0.009224806201550388
Tranqueras,PERI,Rivera,6,12,5290,5357,-6,6434.0,0.0011342155009451795,0.002240059734926265,-0.0011058442339810853
Tranqueras,Partido Asamblea Popular,Rivera,1,19,5290,5357,-18,6434.0,0.0001890359168241966,0.003546761246966586,-0.0033577253301423893
Tranqueras,Partido Cabildo Abierto,Rivera,173,1258,5658,5731,-1085,2306.3333333333335,0.03057617532697066,0.21950793927761297,-0.18893176395064232
Tranqueras,Partido Colorado,Rivera,2146,1770,5658,5731,376,2306.3333333333335,0.3792859667727112,0.30884662362589427,0.07043934314681694
Tranqueras,Partido Frente Amplio,Rivera,1379,950,5658,5731,429,2306.3333333333335,0.2437256981265465,0.16576513697435002,0.07796056115219646
Tranqueras,Partido Independiente,Rivera,23,11,5290,5357,12,6434.0,0.004347826086956522,0.002053388090349076,0.0022944379966074457
Tranqueras,Partido Nacional,Rivera,1792,1688,5658,5731,104,2306.3333333333335,0.3167196889360198,0.2945384749607398,0.02218121397528
Tranqueras,Partido VA/IS (G.Salle),Rivera,138,23,5290,5357,115,6434.0,0.02608695652173913,0.004293447825275341,0.02179350869646379
Treinta Y Tres,PERI,Treinta y Tres,70,164,23106,24531,-94,4656.0,0.003029516142993162,0.006685418450124332,-0.0036559023071311703
